,Unnamed: 0,Time,Voltage (V),Current Load (A),Watts (W)
0,0,0.0,4.025266,2,0.0
1,1,0.4956822395324707,4.025278,2,8.050556
2,2,5.775949478149414,3.993076,2,7.986152
3,3,11.04598903656006,3.986101,2,7.972202
4,4,16.32644176483154,3.981398,2,7.962796
5,5,21.60649681091309,3.977656,2,7.955312
6,6,26.88567924499512,3.974507,2,7.949014
7,7,32.16693186759949,3.971742,2,7.943484
8,8,37.44686961174011,3.969275,2,7.93855
9,9,42.73738765716553,3.967021,2,7.934042
10,10,48.01742172241211,3.964931,2,7.929862
11,11,53.29719257354736,3.962985,2,7.92597
12,12,58.58777189254761,3.961139,2,7.922278
13,13,63.86710810661316,3.959393,2,7.918786
14,14,69.13796830177307,3.957724,2,7.915448
15,15,74.42821764945984,3.956123,2,7.912246
16,16,79.70824694633484,3.954578,2,7.909156
17,17,84.99868750572205,3.953094,2,7.906188
18,18,90.27893948554993,3.951653,2,7.903306
19,19,95.56874775886536,3.950248,2,7.900496
20,20,100.8495681285858,3.948888,2,7.897776
21,21,106.1292934417725,3.947551,2,7.895102
22,22,111.4196298122406,3.946244,2,7.892488
23,23,116.7098660469055,3.944962,2,7.889924
24,24,121.9899406433105,3.943701,2,7.887402
25,25,127.2799618244171,3.942462,2,7.884924
26,26,132.5602695941925,3.941254,2,7.882508
27,27,137.8403427600861,3.940047,2,7.880094
28,28,143.1306691169739,3.938869,2,7.877738
29,29,148.4206087589264,3.937699,2,7.875398
30,30,153.7011456489563,3.936555,2,7.87311
31,31,158.9915294647217,3.935415,2,7.87083
32,32,164.2612900733948,3.934286,2,7.868572
33,33,169.5516629219055,3.933167,2,7.866334
34,34,174.8217306137085,3.932059,2,7.864118
35,35,180.1019942760468,3.930969,2,7.861938
36,36,185.3721408843994,3.929882,2,7.859764
37,37,190.6621973514557,3.928804,2,7.857608
38,38,195.942253112793,3.927734,2,7.855468
39,39,201.2224733829498,3.926676,2,7.853352
40,40,206.4927749633789,3.925619,2,7.851238
41,41,211.7828168869019,3.924576,2,7.849152
42,42,217.073292016983,3.923527,2,7.847054
43,43,222.3534440994263,3.922497,2,7.844994
44,44,227.6335608959198,3.921467,2,7.842934
45,45,232.9236559867859,3.920436,2,7.840872
46,46,238.2040286064148,3.919415,2,7.83883
47,47,243.4940097332001,3.918408,2,7.836816
48,48,248.7843670845032,3.917398,2,7.834796
49,49,254.0731914043427,3.916404,2,7.832808
50,50,259.3547041416168,3.915401,2,7.830802
51,51,264.6449224948883,3.914411,2,7.828822
52,52,269.9350826740265,3.913423,2,7.826846
53,53,275.2150728702545,3.912449,2,7.824898
54,54,280.5053703784943,3.911479,2,7.822958
55,55,285.7950065135956,3.9105,2,7.821
56,56,291.0856220722198,3.909544,2,7.819088
57,57,296.3861219882965,3.908577,2,7.817154
58,58,301.6761999130249,3.907627,2,7.815254
59,59,306.9663426876068,3.906673,2,7.813346
60,60,312.2563688755035,3.905732,2,7.811464
61,61,317.5467782020569,3.904787,2,7.809574
62,62,322.8367435932159,3.903852,2,7.807704
63,63,328.1168875694275,3.902926,2,7.805852
64,64,333.3973469734192,3.902,2,7.804
65,65,338.6872696876526,3.901081,2,7.802162
66,66,343.977694272995,3.900174,2,7.800348
67,67,349.2875912189484,3.899259,2,7.798518
68,68,354.5678973197937,3.898367,2,7.796734
69,69,359.8581335544586,3.897462,2,7.794924
70,70,365.1374583244324,3.896572,2,7.793144
71,71,370.4185526371002,3.895691,2,7.791382
72,72,375.7087552547455,3.894806,2,7.789612
73,73,381.0089540481567,3.893935,2,7.78787
74,74,386.3090145587921,3.893053,2,7.786106
75,75,391.5993320941925,3.892191,2,7.784382
76,76,396.8794131278992,3.891323,2,7.782646
77,77,402.1696300506592,3.890459,2,7.780918
78,78,407.4600403308868,3.889609,2,7.779218
79,79,412.7492980957031,3.888762,2,7.777524
80,80,418.019947052002,3.887922,2,7.775844
81,81,423.3101177215576,3.887087,2,7.774174
82,82,428.6105680465698,3.886246,2,7.772492
83,83,433.9005699157715,3.885418,2,7.770836
84,84,439.1909511089325,3.884598,2,7.769196
85,85,444.4812912940979,3.883775,2,7.76755
86,86,449.771374464035,3.88297,2,7.76594
87,87,455.0612943172455,3.882154,2,7.764308
88,88,460.3617062568665,3.881353,2,7.762706
89,89,465.6517872810364,3.880546,2,7.761092
90,90,470.9319581985474,3.879759,2,7.759518
91,91,476.2322671413422,3.878969,2,7.757938
92,92,481.5224609375,3.878187,2,7.756374
93,93,486.8024327754974,3.877409,2,7.754818
94,94,492.09286236763,3.876633,2,7.753266
95,95,497.3829107284546,3.875868,2,7.751736
96,96,502.6631705760956,3.875097,2,7.750194
97,97,507.953202009201,3.874338,2,7.748676
98,98,513.2530596256256,3.873582,2,7.747164
99,99,518.5433914661407,3.872833,2,7.745666
100,100,523.8434422016144,3.87208,2,7.74416
101,101,529.1632435321808,3.87134,2,7.74268
102,102,534.4642817974091,3.870594,2,7.741188
103,103,539.7636251449585,3.869865,2,7.73973
104,104,545.0545761585236,3.869141,2,7.738282
105,105,550.3546478748322,3.868421,2,7.736842
106,106,555.655161857605,3.867695,2,7.73539
107,107,560.9451205730438,3.866987,2,7.733974
108,108,566.2350454330444,3.866274,2,7.732548
109,109,571.5355577468872,3.865572,2,7.731144
110,110,576.8256189823151,3.86488,2,7.72976
111,111,582.1258313655853,3.864184,2,7.728368
112,112,587.4357986450195,3.863488,2,7.726976
113,113,592.7263655662537,3.862803,2,7.725606
114,114,598.0265505313873,3.862118,2,7.724236
115,115,603.3267238140106,3.861442,2,7.722884
116,116,608.6164112091064,3.860764,2,7.721528
117,117,613.9270992279053,3.860092,2,7.720184
118,118,619.2272751331329,3.859434,2,7.718868
119,119,624.5173768997192,3.858773,2,7.717546
120,120,629.8178827762604,3.858113,2,7.716226
121,121,635.1077301502228,3.857461,2,7.714922
122,122,640.3980078697205,3.85682,2,7.71364
123,123,645.6983501911163,3.856167,2,7.712334
124,124,650.9980175495148,3.855536,2,7.711072
125,125,656.2885594367981,3.854892,2,7.709784
126,126,661.5884175300598,3.85426,2,7.70852
127,127,666.8884036540985,3.853629,2,7.707258
128,128,672.1790566444397,3.853004,2,7.706008
129,129,677.4790923595428,3.852384,2,7.704768
130,130,682.7784481048584,3.851763,2,7.703526
131,131,688.0696375370026,3.851143,2,7.702286
132,132,693.3699145317078,3.85053,2,7.70106
133,133,698.6594541072845,3.849924,2,7.699848
134,134,703.9601593017578,3.849315,2,7.69863
135,135,709.2703738212585,3.848712,2,7.697424
136,136,714.5602068901062,3.848116,2,7.696232
137,137,719.8507177829742,3.847522,2,7.695044
138,138,725.1506140232086,3.846933,2,7.693866
139,139,730.4508371353149,3.84634,2,7.69268
140,140,735.7613220214844,3.845754,2,7.691508
141,141,741.0514397621155,3.845176,2,7.690352
142,142,746.3516662120819,3.844597,2,7.689194
143,143,751.6418588161469,3.844017,2,7.688034
144,144,756.9419577121735,3.843449,2,7.686898
145,145,762.2322084903717,3.84288,2,7.68576
146,146,767.5321357250214,3.842312,2,7.684624
147,147,772.82244348526,3.841745,2,7.68349
148,148,778.1226677894592,3.841185,2,7.68237
149,149,783.4217903614044,3.840622,2,7.681244
150,150,788.7331237792969,3.840061,2,7.680122
151,151,794.0231032371521,3.839497,2,7.678994
152,152,799.3233618736267,3.838944,2,7.677888
153,153,804.6236078739166,3.838396,2,7.676792
154,154,809.9139401912689,3.837844,2,7.675688
155,155,815.2039384841919,3.837292,2,7.674584
156,156,820.5040233135223,3.836749,2,7.673498
157,157,825.8141181468964,3.836194,2,7.672388
158,158,831.1146292686462,3.835652,2,7.671304
159,159,836.4047944545746,3.835105,2,7.67021
160,160,841.7050189971924,3.834571,2,7.669142
161,161,847.0148882865906,3.834023,2,7.668046
162,162,852.3253469467163,3.833476,2,7.666952
163,163,857.6352069377899,3.83293,2,7.66586
164,164,862.9457507133484,3.832393,2,7.664786
165,165,868.235833644867,3.831854,2,7.663708
166,166,873.5353503227234,3.831318,2,7.662636
167,167,878.8362672328949,3.830777,2,7.661554
168,168,884.1465082168579,3.830231,2,7.660462
169,169,889.4466121196747,3.829699,2,7.659398
170,170,894.7366795539856,3.829163,2,7.658326
171,171,900.0365343093872,3.82863,2,7.65726
172,172,905.3271477222443,3.828086,2,7.656172
173,173,910.6364963054657,3.827546,2,7.655092
174,174,915.9368517398834,3.827004,2,7.654008
175,175,921.2467978000641,3.826469,2,7.652938
176,176,926.5477199554443,3.825924,2,7.651848
177,177,931.858020067215,3.825385,2,7.65077
178,178,937.1677026748657,3.824856,2,7.649712
179,179,942.4784286022186,3.824312,2,7.648624
180,180,947.7785589694977,3.823773,2,7.647546
181,181,953.078859090805,3.823231,2,7.646462
182,182,958.3889801502228,3.822686,2,7.645372
183,183,963.7193372249603,3.82215,2,7.6443
184,184,969.028639793396,3.82161,2,7.64322
185,185,974.3394484519958,3.821064,2,7.642128
186,186,979.6696124076843,3.820524,2,7.641048
187,187,984.970023393631,3.81998,2,7.63996
188,188,990.2799694538116,3.819441,2,7.638882
189,189,995.5802698135376,3.818893,2,7.637786
190,190,1000.920828580856,3.81835,2,7.6367
191,191,1006.220332622528,3.817803,2,7.635606
192,192,1011.531008005142,3.817262,2,7.634524
193,193,1016.821146249771,3.816724,2,7.633448
194,194,1022.121247291565,3.816191,2,7.632382
195,195,1027.431460618973,3.815638,2,7.631276
196,196,1032.721727371216,3.815097,2,7.630194
197,197,1038.031877994537,3.814565,2,7.62913
198,198,1043.331919670105,3.814019,2,7.628038
199,199,1048.632247447968,3.813472,2,7.626944
200,200,1053.932455778122,3.812931,2,7.625862
201,201,1059.232221603394,3.812397,2,7.624794
202,202,1064.542484760284,3.811852,2,7.623704
203,203,1069.852885484695,3.811311,2,7.622622
204,204,1075.153169155121,3.810776,2,7.621552
205,205,1080.472926616669,3.810231,2,7.620462
206,206,1085.773562192917,3.809686,2,7.619372
207,207,1091.082712888718,3.809148,2,7.618296
208,208,1096.393906116486,3.808604,2,7.617208
209,209,1101.704111814499,3.808063,2,7.616126
210,210,1107.004191875458,3.807519,2,7.615038
211,211,1112.304383277893,3.806975,2,7.61395
212,212,1117.614540576935,3.806437,2,7.612874
213,213,1122.914740085602,3.805899,2,7.611798
214,214,1128.22496509552,3.805343,2,7.610686
215,215,1133.525168895721,3.804802,2,7.609604
216,216,1138.815349578857,3.80426,2,7.60852
217,217,1144.135722160339,3.803715,2,7.60743
218,218,1149.445718050003,3.80317,2,7.60634
219,219,1154.74593091011,3.802621,2,7.605242
220,220,1160.03592467308,3.802071,2,7.604142
221,221,1165.336131095886,3.801523,2,7.603046
222,222,1170.646690130234,3.800975,2,7.60195
223,223,1175.946114301682,3.800418,2,7.600836
224,224,1181.246772289276,3.799865,2,7.59973
225,225,1186.546942710876,3.799304,2,7.598608
226,226,1191.857180356979,3.798754,2,7.597508
227,227,1197.157555818558,3.798191,2,7.596382
228,228,1202.447605371475,3.797642,2,7.595284
229,229,1207.737717628479,3.797082,2,7.594164
230,230,1213.057878017426,3.796515,2,7.59303
231,231,1218.346850395203,3.795949,2,7.591898
232,232,1223.66849899292,3.795383,2,7.590766
233,233,1228.968509674072,3.794821,2,7.589642
234,234,1234.268688678741,3.794255,2,7.58851
235,235,1239.557869911194,3.793682,2,7.587364
236,236,1244.867778539658,3.793111,2,7.586222
237,237,1250.16925740242,3.792538,2,7.585076
238,238,1255.469233989716,3.791964,2,7.583928
239,239,1260.779511451721,3.791382,2,7.582764
240,240,1266.089745521545,3.790797,2,7.581594
241,241,1271.399992227554,3.79022,2,7.58044
242,242,1276.700197935104,3.789635,2,7.57927
243,243,1281.990234375,3.789046,2,7.578092
244,244,1287.29053902626,3.788469,2,7.576938
245,245,1292.610581874847,3.787877,2,7.575754
246,246,1297.940773010254,3.787282,2,7.574564
247,247,1303.241104125977,3.786683,2,7.573366
248,248,1308.561316728592,3.786089,2,7.572178
249,249,1313.861246347427,3.785499,2,7.570998
250,250,1319.161646842957,3.784894,2,7.569788
251,251,1324.461801290512,3.784299,2,7.568598
252,252,1329.76167011261,3.783694,2,7.567388
253,253,1335.072134256363,3.783092,2,7.566184
254,254,1340.382537603378,3.78248,2,7.56496
255,255,1345.692584514618,3.781876,2,7.563752
256,256,1351.002760887146,3.781267,2,7.562534
257,257,1356.302752017975,3.780653,2,7.561306
258,258,1361.623072624207,3.780034,2,7.560068
259,259,1366.94344830513,3.779416,2,7.558832
260,260,1372.273382425308,3.778795,2,7.55759
261,261,1377.594207763672,3.778172,2,7.556344
262,262,1382.913831949234,3.777555,2,7.55511
263,263,1388.234084367752,3.776922,2,7.553844
264,264,1393.544272184372,3.776292,2,7.552584
265,265,1398.854433774948,3.775668,2,7.551336
266,266,1404.164453744888,3.775042,2,7.550084
267,267,1409.474342346191,3.774414,2,7.548828
268,268,1414.794908046722,3.773768,2,7.547536
269,269,1420.114932775497,3.773139,2,7.546278
270,270,1425.425286531448,3.772501,2,7.545002
271,271,1430.765515565872,3.771864,2,7.543728
272,272,1436.075737714767,3.771226,2,7.542452
273,273,1441.395789861679,3.770575,2,7.54115
274,274,1446.72559762001,3.769934,2,7.539868
275,275,1452.046285867691,3.769282,2,7.538564
276,276,1457.346538543701,3.76864,2,7.53728
277,277,1462.66668844223,3.767994,2,7.535988
278,278,1467.976894855499,3.767345,2,7.53469
279,279,1473.286850452423,3.766697,2,7.533394
280,280,1478.597016096115,3.766047,2,7.532094
281,281,1483.887102365494,3.765387,2,7.530774
282,282,1489.217618465424,3.764733,2,7.529466
283,283,1494.527976989746,3.764067,2,7.528134
284,284,1499.828009128571,3.763409,2,7.526818
285,285,1505.12792134285,3.762758,2,7.525516
286,286,1510.458335638046,3.762091,2,7.524182
287,287,1515.758572101593,3.761429,2,7.522858
288,288,1521.08869099617,3.760767,2,7.521534
289,289,1526.408596277237,3.760099,2,7.520198
290,290,1531.719030618668,3.75943,2,7.51886
291,291,1537.049293279648,3.758764,2,7.517528
292,292,1542.34948682785,3.758097,2,7.516194
293,293,1547.689665317535,3.757425,2,7.51485
294,294,1552.999764680862,3.756753,2,7.513506
295,295,1558.320129156113,3.756076,2,7.512152
296,296,1563.640018224716,3.755409,2,7.510818
297,297,1568.959777832031,3.754734,2,7.509468
298,298,1574.290354013443,3.75406,2,7.50812
299,299,1579.630552053452,3.753381,2,7.506762
300,300,1584.950701713562,3.752703,2,7.505406
301,301,1590.291028261185,3.752026,2,7.504052
302,302,1595.641214370728,3.75134,2,7.50268
303,303,1600.961514949799,3.750659,2,7.501318
304,304,1606.321714162827,3.749974,2,7.499948
305,305,1611.641647338867,3.749295,2,7.49859
306,306,1616.962063789368,3.748616,2,7.497232
307,307,1622.272259950638,3.747933,2,7.495866
308,308,1627.582384109497,3.74725,2,7.4945
309,309,1632.89261841774,3.746566,2,7.493132
310,310,1638.212830543518,3.745877,2,7.491754
311,311,1643.532974720001,3.745198,2,7.490396
312,312,1648.842846870422,3.744513,2,7.489026
313,313,1654.163356304169,3.74383,2,7.48766
314,314,1659.4936439991,3.743138,2,7.486276
315,315,1664.80365562439,3.742453,2,7.484906
316,316,1670.123849391937,3.741765,2,7.48353
317,317,1675.454090118408,3.741074,2,7.482148
318,318,1680.784278869629,3.740382,2,7.480764
319,319,1686.104167461395,3.739694,2,7.479388
320,320,1691.424329042435,3.738997,2,7.477994
321,321,1696.754739522934,3.738311,2,7.476622
322,322,1702.074938774109,3.737613,2,7.475226
323,323,1707.395224332809,3.736923,2,7.473846
324,324,1712.715130090714,3.736238,2,7.472476
325,325,1718.03564620018,3.735541,2,7.471082
326,326,1723.365818977356,3.734858,2,7.469716
327,327,1728.686045885086,3.734152,2,7.468304
328,328,1733.986215114594,3.733459,2,7.466918
329,329,1739.296103239059,3.732764,2,7.465528
330,330,1744.596507072449,3.732073,2,7.464146
331,331,1749.906762838364,3.731381,2,7.462762
332,332,1755.21688079834,3.730679,2,7.461358
333,333,1760.516925811768,3.729986,2,7.459972
334,334,1765.847229957581,3.729283,2,7.458566
335,335,1771.147424221039,3.728588,2,7.457176
336,336,1776.456944942474,3.727896,2,7.455792
337,337,1781.757755279541,3.727192,2,7.454384
338,338,1787.067865848541,3.726492,2,7.452984
339,339,1792.368071079254,3.725797,2,7.451594
340,340,1797.68826174736,3.725091,2,7.450182
341,341,1802.988343238831,3.724395,2,7.44879
342,342,1808.298677682877,3.723696,2,7.447392
343,343,1813.619183778763,3.723004,2,7.446008
344,344,1818.92903637886,3.722295,2,7.44459
345,345,1824.239334821701,3.721584,2,7.443168
346,346,1829.539364099503,3.720882,2,7.441764
347,347,1834.849693059921,3.720169,2,7.440338
348,348,1840.159850358963,3.719473,2,7.438946
349,349,1845.459990978241,3.718762,2,7.437524
350,350,1850.770168304443,3.718056,2,7.436112
351,351,1856.080425739288,3.717342,2,7.434684
352,352,1861.400588512421,3.716635,2,7.43327
353,353,1866.700790166855,3.715926,2,7.431852
354,354,1872.00092959404,3.715221,2,7.430442
355,355,1877.311181545258,3.714509,2,7.429018
356,356,1882.620433568954,3.713797,2,7.427594
357,357,1887.941580295563,3.713081,2,7.426162
358,358,1893.251617908478,3.712369,2,7.424738
359,359,1898.561771392822,3.711655,2,7.42331
360,360,1903.862188577652,3.710942,2,7.421884
361,361,1909.182294845581,3.710221,2,7.420442
362,362,1914.492150783539,3.709498,2,7.418996
363,363,1919.792670965195,3.708782,2,7.417564
364,364,1925.092561006546,3.70806,2,7.41612
365,365,1930.411789417267,3.707339,2,7.414678
366,366,1935.741667747498,3.70662,2,7.41324
367,367,1941.052277565002,3.705894,2,7.411788
368,368,1946.372617959976,3.705165,2,7.41033
369,369,1951.682859182358,3.704448,2,7.408896
370,370,1957.003425598145,3.70372,2,7.40744
371,371,1962.32328748703,3.702987,2,7.405974
372,372,1967.634184360504,3.702258,2,7.404516
373,373,1972.943815231323,3.701524,2,7.403048
374,374,1978.254168987274,3.700799,2,7.401598
375,375,1983.554790258408,3.700066,2,7.400132
376,376,1988.864730358124,3.699336,2,7.398672
377,377,1994.175041913986,3.698598,2,7.397196
378,378,1999.495298862457,3.69786,2,7.39572
379,379,2004.805378198624,3.697127,2,7.394254
380,380,2010.124646186829,3.696393,2,7.392786
381,381,2015.435127019882,3.695653,2,7.391306
382,382,2020.755640983582,3.694911,2,7.389822
383,383,2026.065791368484,3.69417,2,7.38834
384,384,2031.376250505447,3.69343,2,7.38686
385,385,2036.696208715439,3.692684,2,7.385368
386,386,2042.016581773758,3.691951,2,7.383902
387,387,2047.336757183075,3.691197,2,7.382394
388,388,2052.647074222565,3.690453,2,7.380906
389,389,2057.95686340332,3.689712,2,7.379424
390,390,2063.267242908478,3.688956,2,7.377912
391,391,2068.577420473099,3.688216,2,7.376432
392,392,2073.887483358383,3.687462,2,7.374924
393,393,2079.207759141922,3.686718,2,7.373436
394,394,2084.527792692184,3.68596,2,7.37192
395,395,2089.858130216599,3.685211,2,7.370422
396,396,2095.178260803223,3.684451,2,7.368902
397,397,2100.498223543167,3.683702,2,7.367404
398,398,2105.818680286407,3.682948,2,7.365896
399,399,2111.138245344162,3.682193,2,7.364386
400,400,2116.448891162872,3.681432,2,7.362864
401,401,2121.759196519852,3.680687,2,7.361374
402,402,2127.068599462509,3.679924,2,7.359848
403,403,2132.389544010162,3.679165,2,7.35833
404,404,2137.709757804871,3.678407,2,7.356814
405,405,2143.019932031631,3.677649,2,7.355298
406,406,2148.329949617386,3.676885,2,7.35377
407,407,2153.650088787079,3.676135,2,7.35227
408,408,2158.960440397263,3.675367,2,7.350734
409,409,2164.280430316925,3.674609,2,7.349218
410,410,2169.600787639618,3.673845,2,7.34769
411,411,2174.940850019455,3.673077,2,7.346154
412,412,2180.261189699173,3.672319,2,7.344638
413,413,2185.57131934166,3.671556,2,7.343112
414,414,2190.881509065628,3.6708,2,7.3416
415,415,2196.191677808762,3.670038,2,7.340076
416,416,2201.50186753273,3.669276,2,7.338552
417,417,2206.811774492264,3.668515,2,7.33703
418,418,2212.142220020294,3.667746,2,7.335492
419,419,2217.46223449707,3.666994,2,7.333988
420,420,2222.782457590103,3.666225,2,7.33245
421,421,2228.092796087265,3.665462,2,7.330924
422,422,2233.402936697006,3.664692,2,7.329384
423,423,2238.722450494766,3.663928,2,7.327856
424,424,2244.043197631836,3.663176,2,7.326352
425,425,2249.353487253189,3.662405,2,7.32481
426,426,2254.693554401398,3.66165,2,7.3233
427,427,2260.01375746727,3.660887,2,7.321774
428,428,2265.324290990829,3.660125,2,7.32025
429,429,2270.643799781799,3.659364,2,7.318728
430,430,2275.974361419678,3.658599,2,7.317198
431,431,2281.284578323364,3.657848,2,7.315696
432,432,2286.594791173935,3.657085,2,7.31417
433,433,2291.924831867218,3.656323,2,7.312646
434,434,2297.244933128357,3.655558,2,7.311116
435,435,2302.565364599228,3.654816,2,7.309632
436,436,2307.885370254517,3.654058,2,7.308116
437,437,2313.205688476562,3.653302,2,7.306604
438,438,2318.525154829025,3.652545,2,7.30509
439,439,2323.836125612259,3.651789,2,7.303578
440,440,2329.156048059464,3.651035,2,7.30207
441,441,2334.485479593277,3.650286,2,7.300572
442,442,2339.816423416138,3.649537,2,7.299074
443,443,2345.136097192764,3.648788,2,7.297576
444,444,2350.456952810287,3.648037,2,7.296074
445,445,2355.777181863785,3.647287,2,7.294574
446,446,2361.097189664841,3.646535,2,7.29307
447,447,2366.417461633682,3.645795,2,7.29159
448,448,2371.757566213608,3.645048,2,7.290096
449,449,2377.077751398087,3.644302,2,7.288604
450,450,2382.387866735458,3.64356,2,7.28712
451,451,2387.69819688797,3.642818,2,7.285636
452,452,2393.028235197067,3.64208,2,7.28416
453,453,2398.33834862709,3.641343,2,7.282686
454,454,2403.648442745209,3.640607,2,7.281214
455,455,2408.978748083115,3.639865,2,7.27973
456,456,2414.298793077469,3.63913,2,7.27826
457,457,2419.609179735184,3.638406,2,7.276812
458,458,2424.929317235947,3.637668,2,7.275336
459,459,2430.249777317047,3.636941,2,7.273882
460,460,2435.569705486298,3.636213,2,7.272426
461,461,2440.88985991478,3.63548,2,7.27096
462,462,2446.209455490112,3.634748,2,7.269496
463,463,2451.540115833282,3.634028,2,7.268056
464,464,2456.86039018631,3.6333,2,7.2666
465,465,2462.180615901947,3.632585,2,7.26517
466,466,2467.510812759399,3.631863,2,7.263726
467,467,2472.83100271225,3.63114,2,7.26228
468,468,2478.151214361191,3.630427,2,7.260854
469,469,2483.491268873215,3.629705,2,7.25941
